,index,lang,textfile,Freq,file,PCComplexity,compressed,folder,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Rel_freq,Sum_prob
25837,00A35,pan,ਵ,7312,2,56.539520540865,1094,Guru,48,0,abugida,India,Shrd,214903,0.03402465298297371,1.0
25838,00A38,pan,ਸ,16756,2,45.865971170266,1040,Guru,48,0,abugida,India,Shrd,214903,0.0779700609112018,1.0
25839,00A39,pan,ਹ,18878,2,40.677465406029,1018,Guru,48,0,abugida,India,Shrd,214903,0.08784428323476173,1.0
25840,00A5C,pan,ੜ,1917,2,54.6889249137809,1261,Guru,48,0,abugida,India,Shrd,214903,0.008920303578823934,1.0
25841,00A85,guj,અ,2804,1,55.696546022669494,1416,Gujr,48,0,abugida,India,Deva,130622,0.0214665217191591,0.9999999999999999
25842,00A86,guj,આ,2265,1,72.08847498080759,1514,Gujr,48,0,abugida,India,Deva,130622,0.017340111160447706,0.9999999999999999
25843,00A87,guj,ઇ,672,1,49.01765087939611,1285,Gujr,48,0,abugida,India,Deva,130622,0.005144615761510312,0.9999999999999999
25844,00A88,guj,ઈ,1277,1,60.955132383355796,1470,Gujr,48,0,abugida,India,Deva,130622,0.0097763010825129,0.9999999999999999
25845,00A89,guj,ઉ,358,1,59.488924232364,1315,Gujr,48,0,abugida,India,Deva,130622,0.0027407328015188865,0.9999999999999999
25846,00A8A,guj,ઊ,179,1,85.4688940398334,1484,Gujr,48,0,abugida,India,Deva,130622,0.0013703664007594432,0.9999999999999999
25847,00A8B,guj,ઋ,3,1,50.89015193378779,1277,Gujr,48,0,abugida,India,Deva,130622,2.2967034649599608e-05,0.9999999999999999
25848,00A8F,guj,એ,2487,1,64.6834486793815,1509,Gujr,48,0,abugida,India,Deva,130622,0.019039671724518075,0.9999999999999999
25849,00A93,guj,ઓ,1289,1,81.06755015017441,1610,Gujr,48,0,abugida,India,Deva,130622,0.009868169221111299,0.9999999999999999
25850,00A94,guj,ઔ,1,1,89.2276432189722,1667,Gujr,48,0,abugida,India,Deva,130622,7.655678216533202e-06,0.9999999999999999
25851,00A95,guj,ક,7488,1,40.4081958638089,1261,Gujr,48,0,abugida,India,Deva,130622,0.05732571848540062,0.9999999999999999
25852,00A96,guj,ખ,1251,1,43.5659497418529,1256,Gujr,48,0,abugida,India,Deva,130622,0.009577253448883036,0.9999999999999999
25853,00A97,guj,ગ,1692,1,37.2750727502992,1108,Gujr,48,0,abugida,India,Deva,130622,0.012953407542374179,0.9999999999999999
25854,00A98,guj,ઘ,387,1,44.1481170404859,1217,Gujr,48,0,abugida,India,Deva,130622,0.0029627474697983495,0.9999999999999999
25855,00A9A,guj,ચ,879,1,44.2866100420092,1218,Gujr,48,0,abugida,India,Deva,130622,0.006729341152332685,0.9999999999999999
25856,00A9B,guj,છ,2213,1,59.582808188355294,1409,Gujr,48,0,abugida,India,Deva,130622,0.016942015893187976,0.9999999999999999
25857,00A9C,guj,જ,3959,1,66.0574087275668,1420,Gujr,48,0,abugida,India,Deva,130622,0.03030883005925495,0.9999999999999999
25858,00A9D,guj,ઝ,140,1,43.4753583209447,1230,Gujr,48,0,abugida,India,Deva,130622,0.0010717949503146484,0.9999999999999999
25859,00A9E,guj,ઞ,70,1,41.6543181484113,1245,Gujr,48,0,abugida,India,Deva,130622,0.0005358974751573242,0.9999999999999999
25860,00A9F,guj,ટ,1413,1,30.821183116712398,1128,Gujr,48,0,abugida,India,Deva,130622,0.010817473319961416,0.9999999999999999
25861,00AA0,guj,ઠ,201,1,39.6637205154466,1247,Gujr,48,0,abugida,India,Deva,130622,0.0015387913215231738,0.9999999999999999
25862,00AA1,guj,ડ,1124,1,31.1312861850217,1115,Gujr,48,0,abugida,India,Deva,130622,0.008604982315383319,0.9999999999999999
25863,00AA2,guj,ઢ,226,1,44.25699016045521,1357,Gujr,48,0,abugida,India,Deva,130622,0.0017301832769365038,0.9999999999999999
25864,00AA3,guj,ણ,2204,1,58.5437272961251,1280,Gujr,48,0,abugida,India,Deva,130622,0.01687311478923918,0.9999999999999999
25865,00AA4,guj,ત,11090,1,35.3291135584721,1028,Gujr,48,0,abugida,India,Deva,130622,0.08490147142135322,0.9999999999999999
25866,00AA5,guj,થ,2913,1,44.992482194992895,1283,Gujr,48,0,abugida,India,Deva,130622,0.02230099064476122,0.9999999999999999
25867,00AA6,guj,દ,3006,1,32.1479903581644,1133,Gujr,48,0,abugida,India,Deva,130622,0.023012968718898807,0.9999999999999999
25868,00AA7,guj,ધ,1299,1,42.1713921309382,1207,Gujr,48,0,abugida,India,Deva,130622,0.00994472600327663,0.9999999999999999
25869,00AA8,guj,ન,13682,1,24.541585533835,919,Gujr,48,0,abugida,India,Deva,130622,0.10474498935860728,0.9999999999999999
25870,00AAA,guj,પ,6639,1,33.9802681850861,1114,Gujr,48,0,abugida,India,Deva,130622,0.05082604767956393,0.9999999999999999
25871,00AAB,guj,ફ,856,1,46.638605475292394,1408,Gujr,48,0,abugida,India,Deva,130622,0.006553260553352421,0.9999999999999999
25872,00AAC,guj,બ,3102,1,44.5096195962792,1242,Gujr,48,0,abugida,India,Deva,130622,0.023747913827685995,0.9999999999999999
25873,00AAD,guj,ભ,904,1,52.301317901706604,1138,Gujr,48,0,abugida,India,Deva,130622,0.006920733107746015,0.9999999999999999
25874,00AAE,guj,મ,8773,1,34.756772039626696,1018,Gujr,48,0,abugida,India,Deva,130622,0.06716326499364579,0.9999999999999999
25875,00AAF,guj,ય,6331,1,38.4430466095837,1182,Gujr,48,0,abugida,India,Deva,130622,0.048468098788871705,0.9999999999999999
25876,00AB0,guj,ર,12780,1,29.362347839025997,1132,Gujr,48,0,abugida,India,Deva,130622,0.09783956760729433,0.9999999999999999
25877,00AB2,guj,લ,3474,1,43.0277436858751,1183,Gujr,48,0,abugida,India,Deva,130622,0.026595826124236346,0.9999999999999999
25878,00AB3,guj,ળ,1066,1,46.6802121097225,1224,Gujr,48,0,abugida,India,Deva,130622,0.008160952978824394,0.9999999999999999
25879,00AB5,guj,વ,6404,1,37.2916459133653,1112,Gujr,48,0,abugida,India,Deva,130622,0.04902696329867863,0.9999999999999999
25880,00AB6,guj,શ,2602,1,50.072162614384204,1379,Gujr,48,0,abugida,India,Deva,130622,0.019920074719419395,0.9999999999999999
25881,00AB7,guj,ષ,601,1,42.935244395278396,1162,Gujr,48,0,abugida,India,Deva,130622,0.004601062608136455,0.9999999999999999
25882,00AB8,guj,સ,4954,1,50.5701280197748,1359,Gujr,48,0,abugida,India,Deva,130622,0.03792622988470549,0.9999999999999999
25883,00AB9,guj,હ,5564,1,46.263361092131994,1331,Gujr,48,0,abugida,India,Deva,130622,0.04259619359679074,0.9999999999999999
25884,00B05,ory,ଅ,1775,1,80.7381446219024,1419,Orya,50,0,abugida,India,Beng,159341,0.011139631356650203,1.0
25885,00B06,ory,ଆ,2188,1,102.06712317468201,1567,Orya,50,0,abugida,India,Beng,159341,0.013731556849775011,1.0
25886,00B07,ory,ଇ,2800,1,87.93106705958358,1667,Orya,50,0,abugida,India,Beng,159341,0.017572376224574967,1.0
25887,00B08,ory,ଈ,18,1,93.98563156903971,1839,Orya,50,0,abugida,India,Beng,159341,0.00011296527572941051,1.0
25888,00B09,ory,ଉ,1517,1,79.06255514741859,1437,Orya,50,0,abugida,India,Beng,159341,0.009520462404528652,1.0
25889,00B0B,ory,ଋ,14,1,78.275025650042,1631,Orya,50,0,abugida,India,Beng,159341,8.786188112287484e-05,1.0
25890,00B0F,ory,ଏ,1922,1,55.1819888171179,1133,Orya,50,0,abugida,India,Beng,159341,0.012062181108440389,1.0
25891,00B10,ory,ଐ,2,1,102.47046682267201,1483,Orya,50,0,abugida,India,Beng,159341,1.2551697303267835e-05,1.0
25892,00B13,ory,ଓ,861,1,74.8714467246295,1605,Orya,50,0,abugida,India,Beng,159341,0.005403505689056802,1.0
25893,00B14,ory,ଔ,1,1,121.58226989274999,1817,Orya,50,0,abugida,India,Beng,159341,6.2758486516339174e-06,1.0
25894,00B15,ory,କ,16252,1,75.9250990913318,1557,Orya,50,0,abugida,India,Beng,159341,0.10199509228635442,1.0
25895,00B16,ory,ଖ,1567,1,82.40153099864709,1531,Orya,50,0,abugida,India,Beng,159341,0.009834254837110349,1.0
25896,00B17,ory,ଗ,3311,1,77.4660198082483,1363,Orya,50,0,abugida,India,Beng,159341,0.0207793348855599,1.0
25897,00B18,ory,ଘ,402,1,76.6665628590166,1412,Orya,50,0,abugida,India,Beng,159341,0.002522891157956835,1.0
25898,00B19,ory,ଙ,4156,1,77.33904626136541,1559,Orya,50,0,abugida,India,Beng,159341,0.02608242699619056,1.0
25899,00B1A,ory,ଚ,730,1,66.803669098513,1431,Orya,50,0,abugida,India,Beng,159341,0.004581369515692759,1.0
25900,00B1B,ory,ଛ,1739,1,93.44470736702499,1833,Orya,50,0,abugida,India,Beng,159341,0.010913700805191382,1.0
25901,00B1C,ory,ଜ,1900,1,74.24244405582809,1479,Orya,50,0,abugida,India,Beng,159341,0.011924112438104442,1.0
25902,00B1D,ory,ଝ,160,1,73.2899849031195,1671,Orya,50,0,abugida,India,Beng,159341,0.0010041357842614268,1.0
25903,00B1E,ory,ଞ,239,1,97.3565818342919,1765,Orya,50,0,abugida,India,Beng,159341,0.0014999278277405062,1.0
25904,00B1F,ory,ଟ,1730,1,65.2972458387805,1373,Orya,50,0,abugida,India,Beng,159341,0.010857218167326677,1.0
25905,00B20,ory,ଠ,917,1,63.635417549200405,1323,Orya,50,0,abugida,India,Beng,159341,0.0057549532135483025,1.0
25906,00B21,ory,ଡ,1243,1,68.260366618579,1424,Orya,50,0,abugida,India,Beng,159341,0.007800879873980959,1.0
25907,00B22,ory,ଢ,158,1,75.1269995147657,1547,Orya,50,0,abugida,India,Beng,159341,0.000991584086958159,1.0
25908,00B23,ory,ଣ,2711,1,80.18509281086601,1506,Orya,50,0,abugida,India,Beng,159341,0.01701382569457955,1.0
25909,00B24,ory,ତ,10270,1,62.874902339759906,1337,Orya,50,0,abugida,India,Beng,159341,0.06445296565228033,1.0
25910,00B25,ory,ଥ,2801,1,74.15754680157941,1473,Orya,50,0,abugida,India,Beng,159341,0.017578652073226602,1.0
25911,00B26,ory,ଦ,4190,1,60.978881257910096,1332,Orya,50,0,abugida,India,Beng,159341,0.02629580585034611,1.0
25912,00B27,ory,ଧ,1338,1,61.1938440406907,1215,Orya,50,0,abugida,India,Beng,159341,0.008397085495886181,1.0
25913,00B28,ory,ନ,9390,1,61.890593853456295,1377,Orya,50,0,abugida,India,Beng,159341,0.05893021883884248,1.0
25914,00B2A,ory,ପ,7137,1,70.10855748248869,1397,Orya,50,0,abugida,India,Beng,159341,0.04479073182671127,1.0
25915,00B2B,ory,ଫ,394,1,84.1235693603623,1602,Orya,50,0,abugida,India,Beng,159341,0.0024726843687437636,1.0
25916,00B2C,ory,ବ,8263,1,65.5226513863541,1459,Orya,50,0,abugida,India,Beng,159341,0.05185733740845106,1.0
25917,00B2D,ory,ଭ,4027,1,80.81063057902341,1556,Orya,50,0,abugida,India,Beng,159341,0.025272842520129783,1.0
25918,00B2E,ory,ମ,9940,1,64.0010231208001,1267,Orya,50,0,abugida,India,Beng,159341,0.06238193559724114,1.0
25919,00B2F,ory,ଯ,4320,1,77.2742958299303,1469,Orya,50,0,abugida,India,Beng,159341,0.027111666175058523,1.0
25920,00B30,ory,ର,16342,1,75.8381644468907,1402,Orya,50,0,abugida,India,Beng,159341,0.10255991866500147,1.0
25921,00B32,ory,ଲ,6653,1,85.8762767041501,1499,Orya,50,0,abugida,India,Beng,159341,0.04175322107932045,1.0
25922,00B33,ory,ଳ,1324,1,75.41594804698771,1384,Orya,50,0,abugida,India,Beng,159341,0.008309223614763307,1.0
25923,00B36,ory,ଶ,3887,1,82.9989510456703,1571,Orya,50,0,abugida,India,Beng,159341,0.024394223708901035,1.0
25924,00B37,ory,ଷ,1648,1,92.32481043035351,1621,Orya,50,0,abugida,India,Beng,159341,0.010342598577892695,1.0
25925,00B38,ory,ସ,7490,1,72.83671973953591,1307,Orya,50,0,abugida,India,Beng,159341,0.04700610640073804,1.0
25926,00B39,ory,ହ,7669,1,74.41306255731129,1612,Orya,50,0,abugida,India,Beng,159341,0.04812948330938051,1.0
25927,00B5F,ory,ୟ,3118,1,90.8299785201166,1609,Orya,50,0,abugida,India,Beng,159341,0.019568096095794553,1.0
25928,00B71,ory,ୱ,827,1,74.20840191900591,1613,Orya,50,0,abugida,India,Beng,159341,0.0051901268349012495,1.0
25929,00B85,tam,அ,7944,1,55.551295487484296,1366,Taml,35,0,abugida,India,Gran,249755,0.03180717102760706,0.9999999999999999
25930,00B86,tam,ஆ,1044,1,74.7810904562258,1610,Taml,35,0,abugida,India,Gran,249755,0.004180096494564673,0.9999999999999999
25931,00B87,tam,இ,3488,1,91.44564214982451,1748,Taml,35,0,abugida,India,Gran,249755,0.013965686372645192,0.9999999999999999
25932,00B88,tam,ஈ,20,1,24.7038689620018,909,Taml,35,0,abugida,India,Gran,249755,8.007847690736923e-05,0.9999999999999999
25933,00B89,tam,உ,2382,1,40.4066803811554,1202,Taml,35,0,abugida,India,Gran,249755,0.009537346599667674,0.9999999999999999
25934,00B8A,tam,ஊ,85,1,80.30165846293241,1602,Taml,35,0,abugida,India,Gran,249755,0.0003403335268563192,0.9999999999999999
25935,00B8E,tam,எ,4613,1,32.343169093150394,1146,Taml,35,0,abugida,India,Gran,249755,0.01847010069868471,0.9999999999999999
25936,00B8F,tam,ஏ,605,1,38.1615891324413,1183,Taml,35,0,abugida,India,Gran,249755,0.002422373926447919,0.9999999999999999
25937,00B90,tam,ஐ,91,1,64.92920778151071,1586,Taml,35,0,abugida,India,Gran,249755,0.00036435706992853,0.9999999999999999
25938,00B92,tam,ஒ,1069,1,56.707633065201996,1532,Taml,35,0,abugida,India,Gran,249755,0.004280194590698885,0.9999999999999999
25939,00B93,tam,ஓ,168,1,62.289950725796395,1664,Taml,35,0,abugida,India,Gran,249755,0.0006726592060219015,0.9999999999999999
25940,00B95,tam,க,34693,1,38.0435154871279,1227,Taml,35,0,abugida,India,Gran,249755,0.138908129967368,0.9999999999999999
25941,00B99,tam,ங,3553,1,40.8352751041976,1087,Taml,35,0,abugida,India,Gran,249755,0.014225941422594143,0.9999999999999999
25942,00B9A,tam,ச,7804,1,31.7717209924171,1125,Taml,35,0,abugida,India,Gran,249755,0.03124662168925547,0.9999999999999999
25943,00B9C,tam,ஜ,341,1,67.5492969846572,1645,Taml,35,0,abugida,India,Gran,249755,0.0013653380312706452,0.9999999999999999
25944,00B9E,tam,ஞ,195,1,66.63607888821291,1450,Taml,35,0,abugida,India,Gran,249755,0.0007807651498468499,0.9999999999999999
25945,00B9F,tam,ட,16162,1,15.9344749814042,792,Taml,35,0,abugida,India,Gran,249755,0.06471141718884507,0.9999999999999999
25946,00BA3,tam,ண,2886,1,76.76667884280971,1660,Taml,35,0,abugida,India,Gran,249755,0.011555324217733379,0.9999999999999999
25947,00BA4,tam,த,26600,1,47.735636087790006,1303,Taml,35,0,abugida,India,Gran,249755,0.10650437428680107,0.9999999999999999
25948,00BA8,tam,ந,7997,1,41.2498966569244,1153,Taml,35,0,abugida,India,Gran,249755,0.032019378991411586,0.9999999999999999
25949,00BA9,tam,ன,16556,1,54.65525566853889,1413,Taml,35,0,abugida,India,Gran,249755,0.06628896318392025,0.9999999999999999
25950,00BAA,tam,ப,17872,1,23.144870938364,840,Taml,35,0,abugida,India,Gran,249755,0.07155812696442514,0.9999999999999999
25951,00BAE,tam,ம,13920,1,32.8898356879177,1094,Taml,35,0,abugida,India,Gran,249755,0.055734619927528976,0.9999999999999999
25952,00BAF,tam,ய,10382,1,32.5991945674878,968,Taml,35,0,abugida,India,Gran,249755,0.04156873736261536,0.9999999999999999
25953,00BB0,tam,ர,19878,1,26.8864343705801,903,Taml,35,0,abugida,India,Gran,249755,0.07958999819823427,0.9999999999999999
25954,00BB1,tam,ற,9537,1,42.519410771024496,1200,Taml,35,0,abugida,India,Gran,249755,0.038185421713279016,0.9999999999999999
25955,00BB2,tam,ல,10505,1,40.174981102094996,1296,Taml,35,0,abugida,India,Gran,249755,0.042061219995595686,0.9999999999999999
25956,00BB3,tam,ள,11820,1,43.934216453711606,1203,Taml,35,0,abugida,India,Gran,249755,0.04732637985225521,0.9999999999999999
25957,00BB4,tam,ழ,1390,1,48.0317554907997,1287,Taml,35,0,abugida,India,Gran,249755,0.005565454145062161,0.9999999999999999
25958,00BB5,tam,வ,15688,1,41.70019172924479,1239,Taml,35,0,abugida,India,Gran,249755,0.06281355728614042,0.9999999999999999
25959,00BB7,tam,ஷ,175,1,65.3317369255425,1631,Taml,35,0,abugida,India,Gran,249755,0.0007006866729394807,0.9999999999999999
25960,00BB8,tam,ஸ,276,1,51.6056680065648,1417,Taml,35,0,abugida,India,Gran,249755,0.0011050829813216952,0.9999999999999999
25961,00BB9,tam,ஹ,16,1,87.10451571593799,1554,Taml,35,0,abugida,India,Gran,249755,6.406278152589537e-05,0.9999999999999999
25962,00C05,kff,అ,3373,1,60.116045538147795,1400,Telu,49,0,abugida,India,Brah,164851,0.02046090105610521,0.9999999999999999
25963,00C05,tel,అ,4775,1,60.116045538147795,1400,Telu,49,0,abugida,India,Brah,175677,0.027180564331130426,1.0
25964,00C06,kff,ఆ,1491,1,59.095886984359105,1575,Telu,49,0,abugida,India,Brah,164851,0.009044531122043542,0.9999999999999999
25965,00C06,tel,ఆ,1906,1,59.095886984359105,1575,Telu,49,0,abugida,India,Brah,175677,0.010849456673326617,1.0
25966,00C07,kff,ఇ,3114,1,46.0602184751085,1301,Telu,49,0,abugida,India,Brah,164851,0.018889785321290136,0.9999999999999999
25967,00C07,tel,ఇ,1734,1,46.0602184751085,1301,Telu,49,0,abugida,India,Brah,175677,0.009870387130927782,1.0
25968,00C08,kff,ఈ,863,1,85.6907665609491,1751,Telu,49,0,abugida,India,Brah,164851,0.00523503042141085,0.9999999999999999
25969,00C08,tel,ఈ,937,1,85.6907665609491,1751,Telu,49,0,abugida,India,Brah,175677,0.005333652100161091,1.0
25970,00C09,kff,ఉ,170,1,58.1745498895733,1391,Telu,49,0,abugida,India,Brah,164851,0.0010312342660948372,0.9999999999999999
25971,00C09,tel,ఉ,1344,1,58.1745498895733,1391,Telu,49,0,abugida,India,Brah,175677,0.007650403866186239,1.0
25972,00C0A,kff,ఊ,808,1,87.78876929934022,1761,Telu,49,0,abugida,India,Brah,164851,0.004901395805909579,0.9999999999999999
25973,00C0A,tel,ఊ,45,1,87.78876929934022,1761,Telu,49,0,abugida,India,Brah,175677,0.0002561519151624857,1.0
25974,00C0B,tel,ఋ,1,1,90.46541815817409,1709,Telu,49,0,abugida,India,Brah,175677,5.692264781388571e-06,1.0
25975,00C0E,kff,ఎ,361,1,41.6295916084726,1267,Telu,49,0,abugida,India,Brah,164851,0.0021898562944719776,0.9999999999999999
25976,00C0E,tel,ఎ,649,1,41.6295916084726,1267,Telu,49,0,abugida,India,Brah,175677,0.0036942798431211826,1.0
25977,00C0F,kff,ఏ,320,1,52.204055067560205,1286,Telu,49,0,abugida,India,Brah,164851,0.001941146853825576,0.9999999999999999
25978,00C0F,tel,ఏ,564,1,52.204055067560205,1286,Telu,49,0,abugida,India,Brah,175677,0.003210437336703154,1.0
25979,00C10,tel,ఐ,11,1,56.759644229666904,1476,Telu,49,0,abugida,India,Brah,175677,6.261491259527429e-05,1.0
25980,00C12,kff,ఒ,843,1,38.8960469207953,1225,Telu,49,0,abugida,India,Brah,164851,0.0051137087430467515,0.9999999999999999
25981,00C12,tel,ఒ,847,1,38.8960469207953,1225,Telu,49,0,abugida,India,Brah,175677,0.00482134826983612,1.0
25982,00C13,kff,ఓ,3957,1,46.564633892986706,1391,Telu,49,0,abugida,India,Brah,164851,0.024003494064336887,0.9999999999999999
25983,00C13,tel,ఓ,91,1,46.564633892986706,1391,Telu,49,0,abugida,India,Brah,175677,0.00051799609510636,1.0
25984,00C15,kff,క,14644,1,43.761527219522705,1309,Telu,49,0,abugida,India,Brah,164851,0.08883173289819292,0.9999999999999999
25985,00C15,tel,క,13071,1,43.761527219522705,1309,Telu,49,0,abugida,India,Brah,175677,0.07440359295753002,1.0
25986,00C16,tel,ఖ,105,1,63.096669744990606,1504,Telu,49,0,abugida,India,Brah,175677,0.0005976878020458,1.0
25987,00C17,kff,గ,7098,1,42.294605504692704,1159,Telu,49,0,abugida,India,Brah,164851,0.04305706365141855,0.9999999999999999
25988,00C17,tel,గ,4777,1,42.294605504692704,1159,Telu,49,0,abugida,India,Brah,175677,0.027191948860693205,1.0
25989,00C18,tel,ఘ,44,1,80.6200607828651,1589,Telu,49,0,abugida,India,Brah,175677,0.00025045965038109714,1.0
25990,00C1A,kff,చ,2665,1,51.9379651304349,1367,Telu,49,0,abugida,India,Brah,164851,0.016166113642016124,0.9999999999999999
25991,00C1A,tel,చ,7299,1,51.9379651304349,1367,Telu,49,0,abugida,India,Brah,175677,0.04154784063935518,1.0
25992,00C1B,tel,ఛ,38,1,54.9946422691454,1385,Telu,49,0,abugida,India,Brah,175677,0.0002163060616927657,1.0
25993,00C1C,kff,జ,4307,1,48.4217131947424,1361,Telu,49,0,abugida,India,Brah,164851,0.02612662343570861,0.9999999999999999
25994,00C1C,tel,జ,2297,1,48.4217131947424,1361,Telu,49,0,abugida,India,Brah,175677,0.013075132202849548,1.0
25995,00C1D,tel,ఝ,1,1,93.0296701733281,1719,Telu,49,0,abugida,India,Brah,175677,5.692264781388571e-06,1.0
25996,00C1E,tel,ఞ,135,1,55.862758800740394,1463,Telu,49,0,abugida,India,Brah,175677,0.0007684557454874571,1.0
25997,00C1F,kff,ట,5104,1,52.7518966986339,1441,Telu,49,0,abugida,India,Brah,164851,0.030961292318517936,0.9999999999999999
25998,00C1F,tel,ట,5376,1,52.7518966986339,1441,Telu,49,0,abugida,India,Brah,175677,0.030601615464744956,1.0
25999,00C20,tel,ఠ,133,1,49.5452943762229,1262,Telu,49,0,abugida,India,Brah,175677,0.0007570712159246799,1.0
26000,00C21,kff,డ,6477,1,56.218718257457105,1484,Telu,49,0,abugida,India,Brah,164851,0.03929002553821329,0.9999999999999999
26001,00C21,tel,డ,9046,1,56.218718257457105,1484,Telu,49,0,abugida,India,Brah,175677,0.05149222721244101,1.0
26002,00C22,tel,ఢ,10,1,59.4824430707407,1529,Telu,49,0,abugida,India,Brah,175677,5.6922647813885714e-05,1.0
26003,00C23,tel,ణ,786,1,53.024574915833995,1469,Telu,49,0,abugida,India,Brah,175677,0.004474120118171417,1.0
26004,00C24,kff,త,18192,1,57.076615969933606,1498,Telu,49,0,abugida,India,Brah,164851,0.11035419863998398,0.9999999999999999
26005,00C24,tel,త,10696,1,57.076615969933606,1498,Telu,49,0,abugida,India,Brah,175677,0.06088446410173216,1.0
26006,00C25,kff,థ,5615,1,59.2315461706538,1393,Telu,49,0,abugida,India,Brah,164851,0.03406106120072065,0.9999999999999999
26007,00C25,tel,థ,228,1,59.2315461706538,1393,Telu,49,0,abugida,India,Brah,175677,0.0012978363701565943,1.0
26008,00C26,kff,ద,3905,1,55.2146045047091,1348,Telu,49,0,abugida,India,Brah,164851,0.02368805770059023,0.9999999999999999
26009,00C26,tel,ద,7484,1,55.2146045047091,1348,Telu,49,0,abugida,India,Brah,175677,0.04260090962391207,1.0
26010,00C27,tel,ధ,715,1,58.3445798293009,1362,Telu,49,0,abugida,India,Brah,175677,0.004069969318692829,1.0
26011,00C28,kff,న,21832,1,48.791544880427,1337,Telu,49,0,abugida,India,Brah,164851,0.13243474410224992,0.9999999999999999
26012,00C28,tel,న,22068,1,48.791544880427,1337,Telu,49,0,abugida,India,Brah,175677,0.12561689919568297,1.0
26013,00C2A,kff,ప,6548,1,55.469547650910904,1420,Telu,49,0,abugida,India,Brah,164851,0.03972071749640584,0.9999999999999999
26014,00C2A,tel,ప,10212,1,55.469547650910904,1420,Telu,49,0,abugida,India,Brah,175677,0.05812940794754009,1.0
26015,00C2B,tel,ఫ,420,1,58.7297262214875,1481,Telu,49,0,abugida,India,Brah,175677,0.0023907512081832,1.0
26016,00C2C,kff,బ,3414,1,47.432077708718204,1301,Telu,49,0,abugida,India,Brah,164851,0.020709610496751612,0.9999999999999999
26017,00C2C,tel,బ,3015,1,47.432077708718204,1301,Telu,49,0,abugida,India,Brah,175677,0.017162178315886543,1.0
26018,00C2D,tel,భ,791,1,63.593586807715,1471,Telu,49,0,abugida,India,Brah,175677,0.0045025814420783595,1.0
26019,00C2E,kff,మ,11304,1,77.76163561470679,1581,Telu,49,0,abugida,India,Brah,164851,0.06857101261138847,0.9999999999999999
26020,00C2E,tel,మ,8423,1,77.76163561470679,1581,Telu,49,0,abugida,India,Brah,175677,0.047945946253635935,1.0
26021,00C2F,kff,య,5162,1,89.67629014995009,1560,Telu,49,0,abugida,India,Brah,164851,0.03131312518577382,0.9999999999999999
26022,00C2F,tel,య,6656,1,89.67629014995009,1560,Telu,49,0,abugida,India,Brah,175677,0.037887714384922326,1.0
26023,00C30,kff,ర,13976,1,48.608092889256,1225,Telu,49,0,abugida,India,Brah,164851,0.08477958884083202,0.9999999999999999
26024,00C30,tel,ర,13555,1,48.608092889256,1225,Telu,49,0,abugida,India,Brah,175677,0.07715864911172209,1.0
26025,00C32,kff,ల,6099,1,47.06479490492471,1310,Telu,49,0,abugida,India,Brah,164851,0.036997045817131834,0.9999999999999999
26026,00C32,tel,ల,13064,1,47.06479490492471,1310,Telu,49,0,abugida,India,Brah,175677,0.0743637471040603,1.0
26027,00C33,tel,ళ,1502,1,59.1910267544208,1555,Telu,49,0,abugida,India,Brah,175677,0.008549781701645633,1.0
26028,00C35,kff,వ,4585,1,55.7567668847266,1376,Telu,49,0,abugida,India,Brah,164851,0.027812994764969578,0.9999999999999999
26029,00C35,tel,వ,9621,1,55.7567668847266,1376,Telu,49,0,abugida,India,Brah,175677,0.054765279461739445,1.0
26030,00C36,tel,శ,1565,1,52.2531319760139,1461,Telu,49,0,abugida,India,Brah,175677,0.008908394382873113,1.0
26031,00C37,tel,ష,1475,1,58.846164884344,1473,Telu,49,0,abugida,India,Brah,175677,0.008396090552548143,1.0
26032,00C38,kff,స,8624,1,49.469965734771996,1255,Telu,49,0,abugida,India,Brah,164851,0.05231390771059927,0.9999999999999999
26033,00C38,tel,స,6336,1,49.469965734771996,1255,Telu,49,0,abugida,India,Brah,175677,0.036066189654877984,1.0
26034,00C39,tel,హ,1829,1,78.1673635134327,1685,Telu,49,0,abugida,India,Brah,175677,0.010411152285159696,1.0
26080,00D85,sin,අ,1984,1,44.696382317298095,1307,Sinh,59,0,abugida,India,Gran,157601,0.012588752609437757,1.0000000000000002
26081,00D86,sin,ආ,826,1,60.0407604940497,1473,Sinh,59,0,abugida,India,Gran,157601,0.005241083495663099,1.0000000000000002
26082,00D87,sin,ඇ,923,1,62.26024683646279,1493,Sinh,59,0,abugida,India,Gran,157601,0.005856561823846296,1.0000000000000002
26083,00D88,sin,ඈ,6,1,64.6893667001969,1561,Sinh,59,0,abugida,India,Gran,157601,3.8070824423702896e-05,1.0000000000000002
26084,00D89,sin,ඉ,759,1,55.77153920622371,1506,Sinh,59,0,abugida,India,Gran,157601,0.004815959289598416,1.0000000000000002
26085,00D8A,sin,ඊ,627,1,52.6888660378129,1518,Sinh,59,0,abugida,India,Gran,157601,0.003978401152276953,1.0000000000000002
26086,00D8B,sin,උ,408,1,37.1975796771042,1108,Sinh,59,0,abugida,India,Gran,157601,0.002588816060811797,1.0000000000000002
26087,00D8C,sin,ඌ,40,1,64.39087388085841,1424,Sinh,59,0,abugida,India,Gran,157601,0.0002538054961580193,1.0000000000000002
