,index,lang,textfile,Freq,PCComplexity,compressed,folder,LengthScript,Idiosyncratic,Type,Family,Ancestor
25741,00995,grt,ক,12980,72.40537797431641,1241,Beng,44,0,abugida,India,Brah
25742,00996,ben,খ,11479,50.103586884391795,1266,Beng,44,0,abugida,India,Brah
25743,00996,grt,খ,8219,50.103586884391795,1266,Beng,44,0,abugida,India,Brah
25744,00997,ben,গ,12289,47.0789942551216,1215,Beng,44,0,abugida,India,Brah
25745,00997,grt,গ,9135,47.0789942551216,1215,Beng,44,0,abugida,India,Brah
25746,00998,ben,ঘ,1263,58.3526773376268,1227,Beng,44,0,abugida,India,Brah
25747,00998,grt,ঘ,9,58.3526773376268,1227,Beng,44,0,abugida,India,Brah
25748,00999,ben,ঙ,383,71.6475196773265,1545,Beng,44,0,abugida,India,Brah
25749,00999,grt,ঙ,4,71.6475196773265,1545,Beng,44,0,abugida,India,Brah
25750,0099A,ben,চ,6528,59.60305959015671,1128,Beng,44,0,abugida,India,Brah
25751,0099A,grt,চ,4398,59.60305959015671,1128,Beng,44,0,abugida,India,Brah
25752,0099B,ben,ছ,14984,72.9623344987933,1478,Beng,44,0,abugida,India,Brah
25753,0099B,grt,ছ,24,72.9623344987933,1478,Beng,44,0,abugida,India,Brah
25754,0099C,ben,জ,12193,83.5542425587067,1448,Beng,44,0,abugida,India,Brah
25755,0099C,grt,জ,7607,83.5542425587067,1448,Beng,44,0,abugida,India,Brah
25756,0099D,ben,ঝ,637,77.7771509138224,1417,Beng,44,0,abugida,India,Brah
25757,0099D,grt,ঝ,2,77.7771509138224,1417,Beng,44,0,abugida,India,Brah
25758,0099E,ben,ঞ,489,87.02325964979191,1658,Beng,44,0,abugida,India,Brah
25759,0099F,ben,ট,7879,66.3126731000324,1232,Beng,44,0,abugida,India,Brah
25760,0099F,grt,ট,163,66.3126731000324,1232,Beng,44,0,abugida,India,Brah
25761,009A0,ben,ঠ,2109,71.4673678476691,1432,Beng,44,0,abugida,India,Brah
25762,009A1,ben,ড,6301,75.9359486792372,1267,Beng,44,0,abugida,India,Brah
25763,009A1,grt,ড,40,75.9359486792372,1267,Beng,44,0,abugida,India,Brah
25764,009A2,ben,ঢ,448,52.115005052098205,1028,Beng,44,0,abugida,India,Brah
25765,009A3,ben,ণ,2891,45.6343666930713,1155,Beng,44,0,abugida,India,Brah
25766,009A3,grt,ণ,19,45.6343666930713,1155,Beng,44,0,abugida,India,Brah
25767,009A4,ben,ত,51882,64.523547350622,1221,Beng,44,0,abugida,India,Brah
25768,009A4,grt,ত,4406,64.523547350622,1221,Beng,44,0,abugida,India,Brah
25769,009A5,ben,থ,8196,49.449202670643395,1222,Beng,44,0,abugida,India,Brah
25770,009A5,grt,থ,2772,49.449202670643395,1222,Beng,44,0,abugida,India,Brah
25771,009A6,ben,দ,29695,55.121576896627104,1050,Beng,44,0,abugida,India,Brah
25772,009A6,grt,দ,7692,55.121576896627104,1050,Beng,44,0,abugida,India,Brah
25773,009A7,ben,ধ,5501,51.0651716076268,1295,Beng,44,0,abugida,India,Brah
25774,009A7,grt,ধ,37,51.0651716076268,1295,Beng,44,0,abugida,India,Brah
25775,009A8,ben,ন,57804,53.3968486733646,1086,Beng,44,0,abugida,India,Brah
25776,009A8,grt,ন,28949,53.3968486733646,1086,Beng,44,0,abugida,India,Brah
25777,009AA,ben,প,21070,54.0024247726983,1314,Beng,44,0,abugida,India,Brah
25778,009AA,grt,প,2105,54.0024247726983,1314,Beng,44,0,abugida,India,Brah
25779,009AB,ben,ফ,3521,70.5419244643452,1321,Beng,44,0,abugida,India,Brah
25780,009AB,grt,ফ,1776,70.5419244643452,1321,Beng,44,0,abugida,India,Brah
25781,009AC,ben,ব,43154,55.4222935743778,1082,Beng,44,0,abugida,India,Brah
25782,009AC,grt,ব,12280,55.4222935743778,1082,Beng,44,0,abugida,India,Brah
25783,009AD,ben,ভ,5605,72.2309221751836,1276,Beng,44,0,abugida,India,Brah
25784,009AD,grt,ভ,2,72.2309221751836,1276,Beng,44,0,abugida,India,Brah
25785,009AE,ben,ম,35567,55.5138755560736,1138,Beng,44,0,abugida,India,Brah
25786,009AE,grt,ম,12180,55.5138755560736,1138,Beng,44,0,abugida,India,Brah
25787,009AF,ben,য,42555,57.6681671315133,1159,Beng,44,0,abugida,India,Brah
25788,009AF,grt,য,1746,57.6681671315133,1159,Beng,44,0,abugida,India,Brah
25789,009B0,ben,র,95349,56.319673042692,1110,Beng,44,0,abugida,India,Brah
25790,009B0,grt,র,10795,56.319673042692,1110,Beng,44,0,abugida,India,Brah
25791,009B2,ben,ল,41885,61.6557038302367,1202,Beng,44,0,abugida,India,Brah
25792,009B2,grt,ল,4933,61.6557038302367,1202,Beng,44,0,abugida,India,Brah
25793,009B6,ben,শ,13749,50.720755491896,1263,Beng,44,0,abugida,India,Brah
25794,009B6,grt,শ,1825,50.720755491896,1263,Beng,44,0,abugida,India,Brah
25795,009B7,ben,ষ,5425,63.0862700367326,1234,Beng,44,0,abugida,India,Brah
25796,009B7,grt,ষ,309,63.0862700367326,1234,Beng,44,0,abugida,India,Brah
25797,009B8,ben,স,29187,55.0081583541613,1165,Beng,44,0,abugida,India,Brah
25798,009B8,grt,স,9143,55.0081583541613,1165,Beng,44,0,abugida,India,Brah
25799,009B9,ben,হ,14597,59.017069228119105,1208,Beng,44,0,abugida,India,Brah
25800,009B9,grt,হ,3268,59.017069228119105,1208,Beng,44,0,abugida,India,Brah
25801,00A05,pan,ਅ,4598,41.5833517421638,1176,Guru,48,0,abugida,India,Shrd
25802,00A06,pan,ਆ,9347,56.1122811833214,1200,Guru,48,0,abugida,India,Shrd
25803,00A07,pan,ਇ,3897,90.3973426250586,1384,Guru,48,0,abugida,India,Shrd
25804,00A08,pan,ਈ,1813,90.4190923913179,1377,Guru,48,0,abugida,India,Shrd
25805,00A09,pan,ਉ,8863,88.3256720873444,1353,Guru,48,0,abugida,India,Shrd
25806,00A0A,pan,ਊ,140,94.63499553379341,1361,Guru,48,0,abugida,India,Shrd
25807,00A0F,pan,ਏ,979,67.8502364093821,1378,Guru,48,0,abugida,India,Shrd
25808,00A10,pan,ਐ,11,64.4157005063977,1420,Guru,48,0,abugida,India,Shrd
25809,00A13,pan,ਓ,326,76.15469995101009,1224,Guru,48,0,abugida,India,Shrd
25810,00A14,pan,ਔ,99,55.47941004619221,1391,Guru,48,0,abugida,India,Shrd
25811,00A15,pan,ਕ,14523,56.239561302282496,1182,Guru,48,0,abugida,India,Shrd
25812,00A16,pan,ਖ,3149,45.0148666276881,1176,Guru,48,0,abugida,India,Shrd
25813,00A17,pan,ਗ,5497,60.92295320218861,1123,Guru,48,0,abugida,India,Shrd
25814,00A18,pan,ਘ,475,55.60593934554971,1206,Guru,48,0,abugida,India,Shrd
25815,00A1A,pan,ਚ,4434,49.8958907596534,1017,Guru,48,0,abugida,India,Shrd
25816,00A1B,pan,ਛ,685,63.59169296993421,1314,Guru,48,0,abugida,India,Shrd
25817,00A1C,pan,ਜ,6522,44.66110023525211,855,Guru,48,0,abugida,India,Shrd
25818,00A1D,pan,ਝ,759,54.3905593563713,1262,Guru,48,0,abugida,India,Shrd
25819,00A1F,pan,ਟ,1038,46.905758796945,1058,Guru,48,0,abugida,India,Shrd
25820,00A20,pan,ਠ,587,50.5831866164799,1196,Guru,48,0,abugida,India,Shrd
25821,00A21,pan,ਡ,1215,56.0032880373843,1302,Guru,48,0,abugida,India,Shrd
25822,00A22,pan,ਢ,271,60.754271668817104,1244,Guru,48,0,abugida,India,Shrd
25823,00A23,pan,ਣ,4405,52.1955907378901,1260,Guru,48,0,abugida,India,Shrd
25824,00A24,pan,ਤ,14596,50.0958598904862,1172,Guru,48,0,abugida,India,Shrd
25825,00A25,pan,ਥ,1265,53.8997932872093,1201,Guru,48,0,abugida,India,Shrd
25826,00A26,pan,ਦ,14100,50.231239971653096,1039,Guru,48,0,abugida,India,Shrd
25827,00A27,pan,ਧ,829,46.9770927866523,1075,Guru,48,0,abugida,India,Shrd
25828,00A28,pan,ਨ,17071,42.22111169692771,1124,Guru,48,0,abugida,India,Shrd
25829,00A2A,pan,ਪ,7248,37.9871185442171,1086,Guru,48,0,abugida,India,Shrd
25830,00A2B,pan,ਫ,1467,53.8079819962165,1240,Guru,48,0,abugida,India,Shrd
25831,00A2C,pan,ਬ,4077,57.1746317021346,1205,Guru,48,0,abugida,India,Shrd
25832,00A2D,pan,ਭ,1421,54.019890953414205,1246,Guru,48,0,abugida,India,Shrd
25833,00A2E,pan,ਮ,6596,35.3524698024348,1002,Guru,48,0,abugida,India,Shrd
25834,00A2F,pan,ਯ,2175,54.1979817930534,1114,Guru,48,0,abugida,India,Shrd
25835,00A30,pan,ਰ,16379,53.5886208512712,1107,Guru,48,0,abugida,India,Shrd
25836,00A32,pan,ਲ,9183,53.6800069840943,1210,Guru,48,0,abugida,India,Shrd
25837,00A35,pan,ਵ,7312,56.539520540865,1094,Guru,48,0,abugida,India,Shrd
25838,00A38,pan,ਸ,16756,45.865971170266,1040,Guru,48,0,abugida,India,Shrd
25839,00A39,pan,ਹ,18878,40.677465406029,1018,Guru,48,0,abugida,India,Shrd
25840,00A5C,pan,ੜ,1917,54.6889249137809,1261,Guru,48,0,abugida,India,Shrd
25841,00A85,guj,અ,2804,55.696546022669494,1416,Gujr,48,0,abugida,India,Deva
25842,00A86,guj,આ,2265,72.08847498080759,1514,Gujr,48,0,abugida,India,Deva
25843,00A87,guj,ઇ,672,49.01765087939611,1285,Gujr,48,0,abugida,India,Deva
25844,00A88,guj,ઈ,1277,60.955132383355796,1470,Gujr,48,0,abugida,India,Deva
25845,00A89,guj,ઉ,358,59.488924232364,1315,Gujr,48,0,abugida,India,Deva
25846,00A8A,guj,ઊ,179,85.4688940398334,1484,Gujr,48,0,abugida,India,Deva
25847,00A8B,guj,ઋ,3,50.89015193378779,1277,Gujr,48,0,abugida,India,Deva
25848,00A8F,guj,એ,2487,64.6834486793815,1509,Gujr,48,0,abugida,India,Deva
25849,00A93,guj,ઓ,1289,81.06755015017441,1610,Gujr,48,0,abugida,India,Deva
25850,00A94,guj,ઔ,1,89.2276432189722,1667,Gujr,48,0,abugida,India,Deva
25851,00A95,guj,ક,7488,40.4081958638089,1261,Gujr,48,0,abugida,India,Deva
25852,00A96,guj,ખ,1251,43.5659497418529,1256,Gujr,48,0,abugida,India,Deva
25853,00A97,guj,ગ,1692,37.2750727502992,1108,Gujr,48,0,abugida,India,Deva
25854,00A98,guj,ઘ,387,44.1481170404859,1217,Gujr,48,0,abugida,India,Deva
25855,00A9A,guj,ચ,879,44.2866100420092,1218,Gujr,48,0,abugida,India,Deva
25856,00A9B,guj,છ,2213,59.582808188355294,1409,Gujr,48,0,abugida,India,Deva
25857,00A9C,guj,જ,3959,66.0574087275668,1420,Gujr,48,0,abugida,India,Deva
25858,00A9D,guj,ઝ,140,43.4753583209447,1230,Gujr,48,0,abugida,India,Deva
25859,00A9E,guj,ઞ,70,41.6543181484113,1245,Gujr,48,0,abugida,India,Deva
25860,00A9F,guj,ટ,1413,30.821183116712398,1128,Gujr,48,0,abugida,India,Deva
25861,00AA0,guj,ઠ,201,39.6637205154466,1247,Gujr,48,0,abugida,India,Deva
25862,00AA1,guj,ડ,1124,31.1312861850217,1115,Gujr,48,0,abugida,India,Deva
25863,00AA2,guj,ઢ,226,44.25699016045521,1357,Gujr,48,0,abugida,India,Deva
25864,00AA3,guj,ણ,2204,58.5437272961251,1280,Gujr,48,0,abugida,India,Deva
25865,00AA4,guj,ત,11090,35.3291135584721,1028,Gujr,48,0,abugida,India,Deva
25866,00AA5,guj,થ,2913,44.992482194992895,1283,Gujr,48,0,abugida,India,Deva
25867,00AA6,guj,દ,3006,32.1479903581644,1133,Gujr,48,0,abugida,India,Deva
25868,00AA7,guj,ધ,1299,42.1713921309382,1207,Gujr,48,0,abugida,India,Deva
25869,00AA8,guj,ન,13682,24.541585533835,919,Gujr,48,0,abugida,India,Deva
25870,00AAA,guj,પ,6639,33.9802681850861,1114,Gujr,48,0,abugida,India,Deva
25871,00AAB,guj,ફ,856,46.638605475292394,1408,Gujr,48,0,abugida,India,Deva
25872,00AAC,guj,બ,3102,44.5096195962792,1242,Gujr,48,0,abugida,India,Deva
25873,00AAD,guj,ભ,904,52.301317901706604,1138,Gujr,48,0,abugida,India,Deva
25874,00AAE,guj,મ,8773,34.756772039626696,1018,Gujr,48,0,abugida,India,Deva
25875,00AAF,guj,ય,6331,38.4430466095837,1182,Gujr,48,0,abugida,India,Deva
25876,00AB0,guj,ર,12780,29.362347839025997,1132,Gujr,48,0,abugida,India,Deva
25877,00AB2,guj,લ,3474,43.0277436858751,1183,Gujr,48,0,abugida,India,Deva
25878,00AB3,guj,ળ,1066,46.6802121097225,1224,Gujr,48,0,abugida,India,Deva
25879,00AB5,guj,વ,6404,37.2916459133653,1112,Gujr,48,0,abugida,India,Deva
25880,00AB6,guj,શ,2602,50.072162614384204,1379,Gujr,48,0,abugida,India,Deva
25881,00AB7,guj,ષ,601,42.935244395278396,1162,Gujr,48,0,abugida,India,Deva
25882,00AB8,guj,સ,4954,50.5701280197748,1359,Gujr,48,0,abugida,India,Deva
25883,00AB9,guj,હ,5564,46.263361092131994,1331,Gujr,48,0,abugida,India,Deva
25884,00B05,ory,ଅ,1775,80.7381446219024,1419,Orya,50,0,abugida,India,Beng
25885,00B06,ory,ଆ,2188,102.06712317468201,1567,Orya,50,0,abugida,India,Beng
25886,00B07,ory,ଇ,2800,87.93106705958358,1667,Orya,50,0,abugida,India,Beng
25887,00B08,ory,ଈ,18,93.98563156903971,1839,Orya,50,0,abugida,India,Beng
25888,00B09,ory,ଉ,1517,79.06255514741859,1437,Orya,50,0,abugida,India,Beng
25889,00B0B,ory,ଋ,14,78.275025650042,1631,Orya,50,0,abugida,India,Beng
25890,00B0F,ory,ଏ,1922,55.1819888171179,1133,Orya,50,0,abugida,India,Beng
25891,00B10,ory,ଐ,2,102.47046682267201,1483,Orya,50,0,abugida,India,Beng
25892,00B13,ory,ଓ,861,74.8714467246295,1605,Orya,50,0,abugida,India,Beng
25893,00B14,ory,ଔ,1,121.58226989274999,1817,Orya,50,0,abugida,India,Beng
25894,00B15,ory,କ,16252,75.9250990913318,1557,Orya,50,0,abugida,India,Beng
25895,00B16,ory,ଖ,1567,82.40153099864709,1531,Orya,50,0,abugida,India,Beng
25896,00B17,ory,ଗ,3311,77.4660198082483,1363,Orya,50,0,abugida,India,Beng
25897,00B18,ory,ଘ,402,76.6665628590166,1412,Orya,50,0,abugida,India,Beng
25898,00B19,ory,ଙ,4156,77.33904626136541,1559,Orya,50,0,abugida,India,Beng
25899,00B1A,ory,ଚ,730,66.803669098513,1431,Orya,50,0,abugida,India,Beng
25900,00B1B,ory,ଛ,1739,93.44470736702499,1833,Orya,50,0,abugida,India,Beng
25901,00B1C,ory,ଜ,1900,74.24244405582809,1479,Orya,50,0,abugida,India,Beng
25902,00B1D,ory,ଝ,160,73.2899849031195,1671,Orya,50,0,abugida,India,Beng
25903,00B1E,ory,ଞ,239,97.3565818342919,1765,Orya,50,0,abugida,India,Beng
25904,00B1F,ory,ଟ,1730,65.2972458387805,1373,Orya,50,0,abugida,India,Beng
25905,00B20,ory,ଠ,917,63.635417549200405,1323,Orya,50,0,abugida,India,Beng
25906,00B21,ory,ଡ,1243,68.260366618579,1424,Orya,50,0,abugida,India,Beng
25907,00B22,ory,ଢ,158,75.1269995147657,1547,Orya,50,0,abugida,India,Beng
25908,00B23,ory,ଣ,2711,80.18509281086601,1506,Orya,50,0,abugida,India,Beng
25909,00B24,ory,ତ,10270,62.874902339759906,1337,Orya,50,0,abugida,India,Beng
25910,00B25,ory,ଥ,2801,74.15754680157941,1473,Orya,50,0,abugida,India,Beng
25911,00B26,ory,ଦ,4190,60.978881257910096,1332,Orya,50,0,abugida,India,Beng
25912,00B27,ory,ଧ,1338,61.1938440406907,1215,Orya,50,0,abugida,India,Beng
25913,00B28,ory,ନ,9390,61.890593853456295,1377,Orya,50,0,abugida,India,Beng
25914,00B2A,ory,ପ,7137,70.10855748248869,1397,Orya,50,0,abugida,India,Beng
25915,00B2B,ory,ଫ,394,84.1235693603623,1602,Orya,50,0,abugida,India,Beng
25916,00B2C,ory,ବ,8263,65.5226513863541,1459,Orya,50,0,abugida,India,Beng
25917,00B2D,ory,ଭ,4027,80.81063057902341,1556,Orya,50,0,abugida,India,Beng
25918,00B2E,ory,ମ,9940,64.0010231208001,1267,Orya,50,0,abugida,India,Beng
25919,00B2F,ory,ଯ,4320,77.2742958299303,1469,Orya,50,0,abugida,India,Beng
25920,00B30,ory,ର,16342,75.8381644468907,1402,Orya,50,0,abugida,India,Beng
25921,00B32,ory,ଲ,6653,85.8762767041501,1499,Orya,50,0,abugida,India,Beng
25922,00B33,ory,ଳ,1324,75.41594804698771,1384,Orya,50,0,abugida,India,Beng
25923,00B36,ory,ଶ,3887,82.9989510456703,1571,Orya,50,0,abugida,India,Beng
25924,00B37,ory,ଷ,1648,92.32481043035351,1621,Orya,50,0,abugida,India,Beng
25925,00B38,ory,ସ,7490,72.83671973953591,1307,Orya,50,0,abugida,India,Beng
25926,00B39,ory,ହ,7669,74.41306255731129,1612,Orya,50,0,abugida,India,Beng
25927,00B5F,ory,ୟ,3118,90.8299785201166,1609,Orya,50,0,abugida,India,Beng
25928,00B71,ory,ୱ,827,74.20840191900591,1613,Orya,50,0,abugida,India,Beng
25929,00B85,tam,அ,7944,55.551295487484296,1366,Taml,35,0,abugida,India,Gran
25930,00B86,tam,ஆ,1044,74.7810904562258,1610,Taml,35,0,abugida,India,Gran
25931,00B87,tam,இ,3488,91.44564214982451,1748,Taml,35,0,abugida,India,Gran
25932,00B88,tam,ஈ,20,24.7038689620018,909,Taml,35,0,abugida,India,Gran
25933,00B89,tam,உ,2382,40.4066803811554,1202,Taml,35,0,abugida,India,Gran
25934,00B8A,tam,ஊ,85,80.30165846293241,1602,Taml,35,0,abugida,India,Gran
25935,00B8E,tam,எ,4613,32.343169093150394,1146,Taml,35,0,abugida,India,Gran
25936,00B8F,tam,ஏ,605,38.1615891324413,1183,Taml,35,0,abugida,India,Gran
25937,00B90,tam,ஐ,91,64.92920778151071,1586,Taml,35,0,abugida,India,Gran
25938,00B92,tam,ஒ,1069,56.707633065201996,1532,Taml,35,0,abugida,India,Gran
25939,00B93,tam,ஓ,168,62.289950725796395,1664,Taml,35,0,abugida,India,Gran
25940,00B95,tam,க,34693,38.0435154871279,1227,Taml,35,0,abugida,India,Gran
25941,00B99,tam,ங,3553,40.8352751041976,1087,Taml,35,0,abugida,India,Gran
25942,00B9A,tam,ச,7804,31.7717209924171,1125,Taml,35,0,abugida,India,Gran
25943,00B9C,tam,ஜ,341,67.5492969846572,1645,Taml,35,0,abugida,India,Gran
25944,00B9E,tam,ஞ,195,66.63607888821291,1450,Taml,35,0,abugida,India,Gran
25945,00B9F,tam,ட,16162,15.9344749814042,792,Taml,35,0,abugida,India,Gran
25946,00BA3,tam,ண,2886,76.76667884280971,1660,Taml,35,0,abugida,India,Gran
25947,00BA4,tam,த,26600,47.735636087790006,1303,Taml,35,0,abugida,India,Gran
25948,00BA8,tam,ந,7997,41.2498966569244,1153,Taml,35,0,abugida,India,Gran
25949,00BA9,tam,ன,16556,54.65525566853889,1413,Taml,35,0,abugida,India,Gran
25950,00BAA,tam,ப,17872,23.144870938364,840,Taml,35,0,abugida,India,Gran
25951,00BAE,tam,ம,13920,32.8898356879177,1094,Taml,35,0,abugida,India,Gran
25952,00BAF,tam,ய,10382,32.5991945674878,968,Taml,35,0,abugida,India,Gran
25953,00BB0,tam,ர,19878,26.8864343705801,903,Taml,35,0,abugida,India,Gran
25954,00BB1,tam,ற,9537,42.519410771024496,1200,Taml,35,0,abugida,India,Gran
25955,00BB2,tam,ல,10505,40.174981102094996,1296,Taml,35,0,abugida,India,Gran
25956,00BB3,tam,ள,11820,43.934216453711606,1203,Taml,35,0,abugida,India,Gran
25957,00BB4,tam,ழ,1390,48.0317554907997,1287,Taml,35,0,abugida,India,Gran
25958,00BB5,tam,வ,15688,41.70019172924479,1239,Taml,35,0,abugida,India,Gran
25959,00BB7,tam,ஷ,175,65.3317369255425,1631,Taml,35,0,abugida,India,Gran
25960,00BB8,tam,ஸ,276,51.6056680065648,1417,Taml,35,0,abugida,India,Gran
25961,00BB9,tam,ஹ,16,87.10451571593799,1554,Taml,35,0,abugida,India,Gran
25962,00C05,kff,అ,3373,60.116045538147795,1400,Telu,49,0,abugida,India,Brah
25963,00C05,tel,అ,4775,60.116045538147795,1400,Telu,49,0,abugida,India,Brah
25964,00C06,kff,ఆ,1491,59.095886984359105,1575,Telu,49,0,abugida,India,Brah
25965,00C06,tel,ఆ,1906,59.095886984359105,1575,Telu,49,0,abugida,India,Brah
25966,00C07,kff,ఇ,3114,46.0602184751085,1301,Telu,49,0,abugida,India,Brah
25967,00C07,tel,ఇ,1734,46.0602184751085,1301,Telu,49,0,abugida,India,Brah
25968,00C08,kff,ఈ,863,85.6907665609491,1751,Telu,49,0,abugida,India,Brah
25969,00C08,tel,ఈ,937,85.6907665609491,1751,Telu,49,0,abugida,India,Brah
25970,00C09,kff,ఉ,170,58.1745498895733,1391,Telu,49,0,abugida,India,Brah
25971,00C09,tel,ఉ,1344,58.1745498895733,1391,Telu,49,0,abugida,India,Brah
25972,00C0A,kff,ఊ,808,87.78876929934022,1761,Telu,49,0,abugida,India,Brah
25973,00C0A,tel,ఊ,45,87.78876929934022,1761,Telu,49,0,abugida,India,Brah
25974,00C0B,tel,ఋ,1,90.46541815817409,1709,Telu,49,0,abugida,India,Brah
25975,00C0E,kff,ఎ,361,41.6295916084726,1267,Telu,49,0,abugida,India,Brah
25976,00C0E,tel,ఎ,649,41.6295916084726,1267,Telu,49,0,abugida,India,Brah
25977,00C0F,kff,ఏ,320,52.204055067560205,1286,Telu,49,0,abugida,India,Brah
25978,00C0F,tel,ఏ,564,52.204055067560205,1286,Telu,49,0,abugida,India,Brah
25979,00C10,tel,ఐ,11,56.759644229666904,1476,Telu,49,0,abugida,India,Brah
25980,00C12,kff,ఒ,843,38.8960469207953,1225,Telu,49,0,abugida,India,Brah
25981,00C12,tel,ఒ,847,38.8960469207953,1225,Telu,49,0,abugida,India,Brah
25982,00C13,kff,ఓ,3957,46.564633892986706,1391,Telu,49,0,abugida,India,Brah
25983,00C13,tel,ఓ,91,46.564633892986706,1391,Telu,49,0,abugida,India,Brah
25984,00C15,kff,క,14644,43.761527219522705,1309,Telu,49,0,abugida,India,Brah
25985,00C15,tel,క,13071,43.761527219522705,1309,Telu,49,0,abugida,India,Brah
25986,00C16,tel,ఖ,105,63.096669744990606,1504,Telu,49,0,abugida,India,Brah
25987,00C17,kff,గ,7098,42.294605504692704,1159,Telu,49,0,abugida,India,Brah
25988,00C17,tel,గ,4777,42.294605504692704,1159,Telu,49,0,abugida,India,Brah
25989,00C18,tel,ఘ,44,80.6200607828651,1589,Telu,49,0,abugida,India,Brah
25990,00C1A,kff,చ,2665,51.9379651304349,1367,Telu,49,0,abugida,India,Brah
25991,00C1A,tel,చ,7299,51.9379651304349,1367,Telu,49,0,abugida,India,Brah
25992,00C1B,tel,ఛ,38,54.9946422691454,1385,Telu,49,0,abugida,India,Brah
25993,00C1C,kff,జ,4307,48.4217131947424,1361,Telu,49,0,abugida,India,Brah
25994,00C1C,tel,జ,2297,48.4217131947424,1361,Telu,49,0,abugida,India,Brah
25995,00C1D,tel,ఝ,1,93.0296701733281,1719,Telu,49,0,abugida,India,Brah
25996,00C1E,tel,ఞ,135,55.862758800740394,1463,Telu,49,0,abugida,India,Brah
25997,00C1F,kff,ట,5104,52.7518966986339,1441,Telu,49,0,abugida,India,Brah
25998,00C1F,tel,ట,5376,52.7518966986339,1441,Telu,49,0,abugida,India,Brah
25999,00C20,tel,ఠ,133,49.5452943762229,1262,Telu,49,0,abugida,India,Brah
26000,00C21,kff,డ,6477,56.218718257457105,1484,Telu,49,0,abugida,India,Brah
26001,00C21,tel,డ,9046,56.218718257457105,1484,Telu,49,0,abugida,India,Brah
26002,00C22,tel,ఢ,10,59.4824430707407,1529,Telu,49,0,abugida,India,Brah
26003,00C23,tel,ణ,786,53.024574915833995,1469,Telu,49,0,abugida,India,Brah
26004,00C24,kff,త,18192,57.076615969933606,1498,Telu,49,0,abugida,India,Brah
26005,00C24,tel,త,10696,57.076615969933606,1498,Telu,49,0,abugida,India,Brah
26006,00C25,kff,థ,5615,59.2315461706538,1393,Telu,49,0,abugida,India,Brah
26007,00C25,tel,థ,228,59.2315461706538,1393,Telu,49,0,abugida,India,Brah
26008,00C26,kff,ద,3905,55.2146045047091,1348,Telu,49,0,abugida,India,Brah
26009,00C26,tel,ద,7484,55.2146045047091,1348,Telu,49,0,abugida,India,Brah
26010,00C27,tel,ధ,715,58.3445798293009,1362,Telu,49,0,abugida,India,Brah
26011,00C28,kff,న,21832,48.791544880427,1337,Telu,49,0,abugida,India,Brah
26012,00C28,tel,న,22068,48.791544880427,1337,Telu,49,0,abugida,India,Brah
26013,00C2A,kff,ప,6548,55.469547650910904,1420,Telu,49,0,abugida,India,Brah
26014,00C2A,tel,ప,10212,55.469547650910904,1420,Telu,49,0,abugida,India,Brah
26015,00C2B,tel,ఫ,420,58.7297262214875,1481,Telu,49,0,abugida,India,Brah
26016,00C2C,kff,బ,3414,47.432077708718204,1301,Telu,49,0,abugida,India,Brah
26017,00C2C,tel,బ,3015,47.432077708718204,1301,Telu,49,0,abugida,India,Brah
26018,00C2D,tel,భ,791,63.593586807715,1471,Telu,49,0,abugida,India,Brah
26019,00C2E,kff,మ,11304,77.76163561470679,1581,Telu,49,0,abugida,India,Brah
26020,00C2E,tel,మ,8423,77.76163561470679,1581,Telu,49,0,abugida,India,Brah
26021,00C2F,kff,య,5162,89.67629014995009,1560,Telu,49,0,abugida,India,Brah
26022,00C2F,tel,య,6656,89.67629014995009,1560,Telu,49,0,abugida,India,Brah
26023,00C30,kff,ర,13976,48.608092889256,1225,Telu,49,0,abugida,India,Brah
26024,00C30,tel,ర,13555,48.608092889256,1225,Telu,49,0,abugida,India,Brah
26025,00C32,kff,ల,6099,47.06479490492471,1310,Telu,49,0,abugida,India,Brah
26026,00C32,tel,ల,13064,47.06479490492471,1310,Telu,49,0,abugida,India,Brah
26027,00C33,tel,ళ,1502,59.1910267544208,1555,Telu,49,0,abugida,India,Brah
26028,00C35,kff,వ,4585,55.7567668847266,1376,Telu,49,0,abugida,India,Brah
26029,00C35,tel,వ,9621,55.7567668847266,1376,Telu,49,0,abugida,India,Brah
26030,00C36,tel,శ,1565,52.2531319760139,1461,Telu,49,0,abugida,India,Brah
26031,00C37,tel,ష,1475,58.846164884344,1473,Telu,49,0,abugida,India,Brah
26032,00C38,kff,స,8624,49.469965734771996,1255,Telu,49,0,abugida,India,Brah
26033,00C38,tel,స,6336,49.469965734771996,1255,Telu,49,0,abugida,India,Brah
26034,00C39,tel,హ,1829,78.1673635134327,1685,Telu,49,0,abugida,India,Brah
26035,00C85,kan,ಅ,9894,59.5838201169201,1486,Knda,49,0,abugida,India,Brah
26036,00C86,kan,ಆ,5645,58.2063598991527,1537,Knda,49,0,abugida,India,Brah
26037,00C87,kan,ಇ,3062,47.4270747546119,1319,Knda,49,0,abugida,India,Brah
26038,00C88,kan,ಈ,1141,81.0189702726232,1700,Knda,49,0,abugida,India,Brah
26039,00C89,kan,ಉ,923,71.16920616335291,1524,Knda,49,0,abugida,India,Brah
26040,00C8A,kan,ಊ,397,92.3561514381279,1749,Knda,49,0,abugida,India,Brah
26041,00C8E,kan,ಎ,4643,41.0701118597592,1132,Knda,49,0,abugida,India,Brah
